"","cod_secao","nm_secao","cod_divisao","nm_divisao","cod_grupo","nm_grupo","cod_classe","nm_classe","cod_cnae","nm_cnae"
"429","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.2","Fabricação de equipamentos de informática e periféricos","26.21-3","Fabricação de equipamentos de informática","2621300","Fabricação de equipamentos de informática"
"430","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.2","Fabricação de equipamentos de informática e periféricos","26.22-1","Fabricação de periféricos para equipamentos de informática","2622100","Fabricação de periféricos para equipamentos de informática"
"431","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.3","Fabricação de equipamentos de comunicação","26.31-1","Fabricação de equipamentos transmissores de comunicação","2631100","Fabricação de equipamentos transmissores de comunicação peças e acessórios"
"432","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.3","Fabricação de equipamentos de comunicação","26.32-9","Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação","2632900","Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação peças e acessórios"
"433","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.4","Fabricação de aparelhos de recepção reprodução gravação e amplificação de áudio e vídeo","26.40-0","Fabricação de aparelhos de recepção reprodução gravação e amplificação de áudio e vídeo","2640000","Fabricação de aparelhos de recepção reprodução gravação e amplificação de áudio e vídeo"
"434","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.5","Fabricação de aparelhos e instrumentos de medida teste e controle cronômetros e relógios","26.51-5","Fabricação de aparelhos e equipamentos de medida teste e
controle","2651500","Fabricação de aparelhos e equipamentos de medida teste e controle"
"435","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.5","Fabricação de aparelhos e instrumentos de medida teste e controle cronômetros e relógios","26.52-3","Fabricação de cronômetros e relógios","2652300","Fabricação de cronômetros e relógios"
"436","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.6","Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","26.60-4","Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","2660400","Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
"437","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.7","Fabricação de equipamentos e instrumentos ópticos fotográficos e cinematográficos","26.70-1","Fabricação de equipamentos e instrumentos ópticos fotográficos e cinematográficos","2670101","Fabricação de equipamentos e instrumentos ópticos peças e acessórios"
"438","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.7","Fabricação de equipamentos e instrumentos ópticos fotográficos e cinematográficos","26.70-1","Fabricação de equipamentos e instrumentos ópticos fotográficos e cinematográficos","2670102","Fabricação de aparelhos fotográficos e cinematográficos peças e acessórios"
"439","C","INDÚSTRIAS DE TRANSFORMAÇÃO","26","FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PRODUTOS ELETRÔNICOS E ÓPTICOS","26.8","Fabricação de mídias virgens magnéticas e ópticas","26.80-9","Fabricação de mídias virgens magnéticas e ópticas","2680900","Fabricação de mídias virgens magnéticas e ópticas"
"440","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.1","Fabricação de geradores transformadores e motores elétricos","27.10-4","Fabricação de geradores transformadores e motores elétricos","2710401","Fabricação de geradores de corrente contínua e alternada peças e acessórios"
"441","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.1","Fabricação de geradores transformadores e motores elétricos","27.10-4","Fabricação de geradores transformadores e motores elétricos","2710402","Fabricação de transformadores indutores conversores sincronizadores e semelhantes peças e acessórios"
"442","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.1","Fabricação de geradores transformadores e motores elétricos","27.10-4","Fabricação de geradores transformadores e motores elétricos","2710403","Fabricação de motores elétricos peças e acessórios"
"443","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.2","Fabricação de pilhas baterias e acumuladores elétricos","27.21-0","Fabricação de pilhas baterias e acumuladores elétricos exceto para veículos automotores","2721000","Fabricação de pilhas baterias e acumuladores elétricos exceto para veículos automotores"
"444","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.2","Fabricação de pilhas baterias e acumuladores elétricos","27.22-8","Fabricação de baterias e acumuladores para veículos automotores","2722801","Fabricação de baterias e acumuladores para veículos automotores"
"445","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.2","Fabricação de pilhas baterias e acumuladores elétricos","27.22-8","Fabricação de baterias e acumuladores para veículos automotores","2722802","Recondicionamento de baterias e acumuladores para veículos automotores"
"446","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.3","Fabricação de equipamentos para distribuição e controle de energia elétrica","27.31-7","Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica","2731700","Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica"
"447","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.3","Fabricação de equipamentos para distribuição e controle de energia elétrica","27.32-5","Fabricação de material elétrico para instalações em circuito de consumo","2732500","Fabricação de material elétrico para instalações em circuito de consumo"
"448","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.3","Fabricação de equipamentos para distribuição e controle de energia elétrica","27.33-3","Fabricação de fios cabos e condutores elétricos isolados","2733300","Fabricação de fios cabos e condutores elétricos isolados"
"449","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.4","Fabricação de lâmpadas e outros equipamentos de iluminação","27.40-6","Fabricação de lâmpadas e outros equipamentos de iluminação","2740601","Fabricação de lâmpadas"
"450","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.4","Fabricação de lâmpadas e outros equipamentos de iluminação","27.40-6","Fabricação de lâmpadas e outros equipamentos de iluminação","2740602","Fabricação de luminárias e outros equipamentos de iluminação"
"451","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.5","Fabricação de eletrodomésticos","27.51-1","Fabricação de fogões refrigeradores e máquinas de lavar e secar para uso doméstico","2751100","Fabricação de fogões refrigeradores e máquinas de lavar e secar para uso doméstico peças e acessórios"
"452","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.5","Fabricação de eletrodomésticos","27.59-7","Fabricação de aparelhos eletrodomésticos não especificados anteriormente","2759701","Fabricação de aparelhos elétricos de uso pessoal peças e acessórios"
"453","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.5","Fabricação de eletrodomésticos","27.59-7","Fabricação de aparelhos eletrodomésticos não especificados anteriormente","2759799","Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente peças e acessórios"
"454","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.9","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","27.90-2","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","2790201","Fabricação de eletrodos contatos e outros artigos de carvão e grafita para uso elétrico eletroímãs e isoladores"
"455","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.9","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","27.90-2","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","2790202","Fabricação de equipamentos para sinalização e alarme"
"456","C","INDÚSTRIAS DE TRANSFORMAÇÃO","27","FABRICAÇÃO DE MÁQUINAS APARELHOS E MATERIAIS ELÉTRICOS","27.9","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","27.90-2","Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente","2790299","Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente"
"457","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.11-9","Fabricação de motores e turbinas exceto para aviões e veículos rodoviários","2811900","Fabricação de motores e turbinas peças e acessórios exceto para aviões e veículos rodoviários"
"458","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.12-7","Fabricação de equipamentos hidráulicos e pneumáticos exceto válvulas","2812700","Fabricação de equipamentos hidráulicos e pneumáticos peças e acessórios exceto válvulas"
"459","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.13-5","Fabricação de válvulas registros e dispositivos semelhantes","2813500","Fabricação de válvulas registros e dispositivos semelhantes peças e acessórios"
"460","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.14-3","Fabricação de compressores","2814301","Fabricação de compressores para uso industrial peças e acessórios"
"461","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.14-3","Fabricação de compressores","2814302","Fabricação de compressores para uso não industrial peças e acessórios"
"462","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.15-1","Fabricação de equipamentos de transmissão para fins industriais","2815101","Fabricação de rolamentos para fins industriais"
"463","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.1","Fabricação de motores bombas compressores e equipamentos de transmissão","28.15-1","Fabricação de equipamentos de transmissão para fins industriais","2815102","Fabricação de equipamentos de transmissão para fins industriais exceto rolamentos"
"464","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.21-6","Fabricação de aparelhos e equipamentos para instalações térmicas","2821601","Fabricação de fornos industriais aparelhos e equipamentos não elétricos para instalações térmicas peças e acessórios"
"465","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.21-6","Fabricação de aparelhos e equipamentos para instalações térmicas","2821602","Fabricação de estufas e fornos elétricos para fins industriais peças e acessórios"
"466","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.22-4","Fabricação de máquinas equipamentos e aparelhos para transporte e elevação de cargas e pessoas","2822401","Fabricação de máquinas equipamentos e aparelhos para transporte e elevação de pessoas peças e acessórios"
"467","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.22-4","Fabricação de máquinas equipamentos e aparelhos para transporte e elevação de cargas e pessoas","2822402","Fabricação de máquinas equipamentos e aparelhos para transporte e elevação de cargas peças e acessórios"
"468","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.23-2","Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial","2823200","Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial peças e acessórios"
"469","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.24-1","Fabricação de aparelhos e equipamentos de ar condicionado","2824101","Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial"
"470","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.24-1","Fabricação de aparelhos e equipamentos de ar condicionado","2824102","Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial"
"471","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.25-9","Fabricação de máquinas e equipamentos para saneamento básico e ambiental","2825900","Fabricação de máquinas e equipamentos para saneamento básico e ambiental peças e acessórios"
"472","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.29-1","Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente","2829101","Fabricação de máquinas de escrever calcular e outros equipamentos não eletrônicos para escritório peças e acessórios"
"473","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.2","Fabricação de máquinas e equipamentos de uso geral","28.29-1","Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente","2829199","Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente peças e acessórios"
"474","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.3","Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária","28.31-3","Fabricação de tratores agrícolas","2831300","Fabricação de tratores agrícolas peças e acessórios"
"475","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.3","Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária","28.32-1","Fabricação de equipamentos para irrigação agrícola","2832100","Fabricação de equipamentos para irrigação agrícola peças e acessórios"
"476","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.3","Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária","28.33-0","Fabricação de máquinas e equipamentos para a agricultura e pecuária exceto para irrigação","2833000","Fabricação de máquinas e equipamentos para a agricultura e pecuária peças e acessórios exceto para irrigação"
"477","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.4","Fabricação de máquinas-ferramenta","28.40-2","Fabricação de máquinas-ferramenta","2840200","Fabricação de máquinas-ferramenta peças e acessórios"
"478","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.5","Fabricação de máquinas e equipamentos de uso na extração mineral e na construção","28.51-8","Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo","2851800","Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo peças e acessórios"
"479","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.5","Fabricação de máquinas e equipamentos de uso na extração mineral e na construção","28.52-6","Fabricação de outras máquinas e equipamentos para uso na extração mineral exceto na extração de petróleo","2852600","Fabricação de outras máquinas e equipamentos para uso na extração mineral peças e acessórios exceto na extração de petróleo"
"480","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.5","Fabricação de máquinas e equipamentos de uso na extração mineral e na construção","28.53-4","Fabricação de tratores exceto agrícolas","2853400","Fabricação de tratores peças e acessórios exceto agrícolas"
"481","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.5","Fabricação de máquinas e equipamentos de uso na extração mineral e na construção","28.54-2","Fabricação de máquinas e equipamentos para terraplenagem pavimentação e construção exceto tratores","2854200","Fabricação de máquinas e equipamentos para terraplenagem pavimentação e construção peças e acessórios exceto tratores"
"482","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.61-5","Fabricação de máquinas para a indústria metalúrgica exceto máquinas-ferramenta","2861500","Fabricação de máquinas para a indústria metalúrgica peças e acessórios exceto máquinas-ferramenta"
"483","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.62-3","Fabricação de máquinas e equipamentos para as indústrias de alimentos bebidas e fumo","2862300","Fabricação de máquinas e equipamentos para as indústrias de alimentos bebidas e fumo peças e acessórios"
"484","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.63-1","Fabricação de máquinas e equipamentos para a indústria têxtil","2863100","Fabricação de máquinas e equipamentos para a indústria têxtil peças e acessórios"
"485","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.64-0","Fabricação de máquinas e equipamentos para as indústrias do vestuário do couro e de calçados","2864000","Fabricação de máquinas e equipamentos para as indústrias do vestuário do couro e de calçados peças e acessórios"
"486","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.65-8","Fabricação de máquinas e equipamentos para as indústrias de celulose papel e papelão e artefatos","2865800","Fabricação de máquinas e equipamentos para as indústrias de celulose papel e papelão e artefatos peças e acessórios"
"487","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.66-6","Fabricação de máquinas e equipamentos para a indústria do plástico","2866600","Fabricação de máquinas e equipamentos para a indústria do plástico peças e acessórios"
"488","C","INDÚSTRIAS DE TRANSFORMAÇÃO","28","FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS","28.6","Fabricação de máquinas e equipamentos de uso industrial específico","28.69-1","Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente","2869100","Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente peças e acessórios"
"489","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.1","Fabricação de automóveis camionetas e utilitários","29.10-7","Fabricação de automóveis camionetas e utilitários","2910701","Fabricação de automóveis camionetas e utilitários"
"490","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.1","Fabricação de automóveis camionetas e utilitários","29.10-7","Fabricação de automóveis camionetas e utilitários","2910702","Fabricação de chassis com motor para automóveis camionetas e utilitários"
"491","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.1","Fabricação de automóveis camionetas e utilitários","29.10-7","Fabricação de automóveis camionetas e utilitários","2910703","Fabricação de motores para automóveis camionetas e utilitários"
"492","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.2","Fabricação de caminhões e ônibus","29.20-4","Fabricação de caminhões e ônibus","2920401","Fabricação de caminhões e ônibus"
"493","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.2","Fabricação de caminhões e ônibus","29.20-4","Fabricação de caminhões e ônibus","2920402","Fabricação de motores para caminhões e ônibus"
"494","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.3","Fabricação de cabines carrocerias e reboques para veículos automotores","29.30-1","Fabricação de cabines carrocerias e reboques para veículos automotores","2930101","Fabricação de cabines carrocerias e reboques para caminhões"
"495","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.3","Fabricação de cabines carrocerias e reboques para veículos automotores","29.30-1","Fabricação de cabines carrocerias e reboques para veículos automotores","2930102","Fabricação de carrocerias para ônibus"
"496","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.3","Fabricação de cabines carrocerias e reboques para veículos automotores","29.30-1","Fabricação de cabines carrocerias e reboques para veículos automotores","2930103","Fabricação de cabines carrocerias e reboques para outros veículos automotores exceto caminhões e ônibus"
"497","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.41-7","Fabricação de peças e acessórios para o sistema motor de veículos automotores","2941700","Fabricação de peças e acessórios para o sistema motor de veículos automotores"
"498","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.42-5","Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores","2942500","Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores"
"499","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.43-3","Fabricação de peças e acessórios para o sistema de freios de veículos automotores","2943300","Fabricação de peças e acessórios para o sistema de freios de veículos automotores"
"500","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.44-1","Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores","2944100","Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores"
"501","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.45-0","Fabricação de material elétrico e eletrônico para veículos automotores exceto baterias","2945000","Fabricação de material elétrico e eletrônico para veículos automotores exceto baterias"
"502","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.49-2","Fabricação de peças e acessórios para veículos automotores não especificados anteriormente","2949201","Fabricação de bancos e estofados para veículos automotores"
"503","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.4","Fabricação de peças e acessórios para veículos automotores","29.49-2","Fabricação de peças e acessórios para veículos automotores não especificados anteriormente","2949299","Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente"
"504","C","INDÚSTRIAS DE TRANSFORMAÇÃO","29","FABRICAÇÃO DE VEÍCULOS AUTOMOTORES REBOQUES E CARROCERIAS","29.5","Recondicionamento e recuperação de motores para veículos automotores","29.50-6","Recondicionamento e recuperação de motores para veículos automotores","2950600","Recondicionamento e recuperação de motores para veículos automotores"
"505","C","INDÚSTRIAS DE TRANSFORMAÇÃO","30","FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE EXCETO VEÍCULOS AUTOMOTORES","30.1","Construção de embarcações","30.11-3","Construção de embarcações e estruturas flutuantes","3011301","Construção de embarcações de grande porte"
"506","C","INDÚSTRIAS DE TRANSFORMAÇÃO","30","FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE EXCETO VEÍCULOS AUTOMOTORES","30.1","Construção de embarcações","30.11-3","Construção de embarcações e estruturas flutuantes","3011302","Construção de embarcações para uso comercial e para usos especiais exceto de grande porte"
"507","C","INDÚSTRIAS DE TRANSFORMAÇÃO","30","FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE EXCETO VEÍCULOS AUTOMOTORES","30.1","Construção de embarcações","30.12-1","Construção de embarcações para esporte e lazer","3012100","Construção de embarcações para esporte e lazer"
"508","C","INDÚSTRIAS DE TRANSFORMAÇÃO","30","FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE EXCETO VEÍCULOS AUTOMOTORES","30.3","Fabricação de veículos ferroviários","30.31-8","Fabricação de locomotivas vagões e outros materiais rodantes","3031800","Fabricação de locomotivas vagões e outros materiais rodantes"
